# Version 1.0
# DOI https://doi.org/10.1016/j.physletb.2018.10.076
# Source https://www.hepdata.net/download/table/ins1673184/Table%2019/1/yaml
# System PbPb5020
# Centrality 0-10
# XY PT [GEV]
# Label xmin xmax y stat,low stat,high sys,low sys,high sys_TAA_uncertainty,low sys_TAA_uncertainty,high sys_luminosity_uncertainty,low sys_luminosity_uncertainty,high
# Experiment ATLAS
# 
1.000000000000000000e+02 1.120000000000000000e+02 4.380999999999999894e-01 1.899999999999999996e-03 1.899999999999999996e-03 1.200000000000000025e-02 1.149999999999999981e-02 8.699999999999999400e-03 8.699999999999999400e-03 8.399999999999999481e-03 8.399999999999999481e-03
1.120000000000000000e+02 1.250000000000000000e+02 4.632999999999999896e-01 2.000000000000000042e-03 2.000000000000000042e-03 1.200000000000000025e-02 1.190000000000000085e-02 8.699999999999999400e-03 8.699999999999999400e-03 8.899999999999999925e-03 8.899999999999999925e-03
1.250000000000000000e+02 1.410000000000000000e+02 4.847000000000000197e-01 2.200000000000000133e-03 2.200000000000000133e-03 1.200000000000000025e-02 1.230000000000000017e-02 8.699999999999999400e-03 8.699999999999999400e-03 9.299999999999999239e-03 9.299999999999999239e-03
1.410000000000000000e+02 1.580000000000000000e+02 5.022999999999999687e-01 2.599999999999999881e-03 2.599999999999999881e-03 1.179999999999999973e-02 1.209999999999999964e-02 8.699999999999999400e-03 8.699999999999999400e-03 9.700000000000000289e-03 9.700000000000000289e-03
1.580000000000000000e+02 1.770000000000000000e+02 5.151000000000000023e-01 2.899999999999999800e-03 2.899999999999999800e-03 1.159999999999999920e-02 1.159999999999999920e-02 8.699999999999999400e-03 8.699999999999999400e-03 9.900000000000000813e-03 9.900000000000000813e-03
1.770000000000000000e+02 1.990000000000000000e+02 5.350000000000000311e-01 4.000000000000000083e-03 4.000000000000000083e-03 1.200000000000000025e-02 1.200000000000000025e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.000000000000000021e-02 1.000000000000000021e-02
1.990000000000000000e+02 2.230000000000000000e+02 5.570000000000000506e-01 5.000000000000000104e-03 5.000000000000000104e-03 1.400000000000000029e-02 1.400000000000000029e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.099999999999999936e-02 1.099999999999999936e-02
2.230000000000000000e+02 2.510000000000000000e+02 5.719999999999999529e-01 7.000000000000000146e-03 7.000000000000000146e-03 1.499999999999999944e-02 1.499999999999999944e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.099999999999999936e-02 1.099999999999999936e-02
2.510000000000000000e+02 2.810000000000000000e+02 5.610000000000000542e-01 8.999999999999999320e-03 8.999999999999999320e-03 1.499999999999999944e-02 1.499999999999999944e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.099999999999999936e-02 1.099999999999999936e-02
2.810000000000000000e+02 3.160000000000000000e+02 5.629999999999999449e-01 1.200000000000000025e-02 1.200000000000000025e-02 1.499999999999999944e-02 1.499999999999999944e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.099999999999999936e-02 1.099999999999999936e-02
3.160000000000000000e+02 3.540000000000000000e+02 5.889999999999999680e-01 1.799999999999999864e-02 1.799999999999999864e-02 1.700000000000000122e-02 1.700000000000000122e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.099999999999999936e-02 1.099999999999999936e-02
3.540000000000000000e+02 3.980000000000000000e+02 5.889999999999999680e-01 2.599999999999999881e-02 2.599999999999999881e-02 1.799999999999999864e-02 1.799999999999999864e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.099999999999999936e-02 1.099999999999999936e-02
3.980000000000000000e+02 5.010000000000000000e+02 5.929999999999999716e-01 3.099999999999999978e-02 3.099999999999999978e-02 1.600000000000000033e-02 1.600000000000000033e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.099999999999999936e-02 1.099999999999999936e-02
5.010000000000000000e+02 6.300000000000000000e+02 5.600000000000000533e-01 5.999999999999999778e-02 5.999999999999999778e-02 2.000000000000000042e-02 2.000000000000000042e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.000000000000000021e-02 1.000000000000000021e-02
6.300000000000000000e+02 9.990000000000000000e+02 6.199999999999999956e-01 1.600000000000000033e-01 1.600000000000000033e-01 2.000000000000000042e-02 2.000000000000000042e-02 8.699999999999999400e-03 8.699999999999999400e-03 1.000000000000000021e-02 1.000000000000000021e-02
