# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.87.034911
# Source https://www.hepdata.net/download/table/ins1127262/Figure%2011/2/yaml
# System AuAu200
# Centrality 30-40
# XY $p_T$ $R_{AA}$
# Label xmin xmax y stat,low stat,high corr,low corr,high global,low global,high
# Experiment PHENIX
# 
5.000000000000000000e+00 5.500000000000000000e+00 4.408400000000000096e-01 3.166400000000000204e-03 3.166400000000000204e-03 5.637500000000000150e-02 5.637500000000000150e-02 5.741199999999999776e-02 5.741199999999999776e-02
5.500000000000000000e+00 6.000000000000000000e+00 4.234399999999999831e-01 4.137400000000000279e-03 4.137400000000000279e-03 5.427599999999999786e-02 5.427599999999999786e-02 5.514600000000000057e-02 5.514600000000000057e-02
6.000000000000000000e+00 6.500000000000000000e+00 4.394399999999999973e-01 5.576799999999999813e-03 5.576799999999999813e-03 5.645000000000000018e-02 5.645000000000000018e-02 5.723000000000000309e-02 5.723000000000000309e-02
6.500000000000000000e+00 7.000000000000000000e+00 4.340700000000000114e-01 7.218500000000000090e-03 7.218500000000000090e-03 5.588900000000000118e-02 5.588900000000000118e-02 5.652999999999999692e-02 5.652999999999999692e-02
7.000000000000000000e+00 7.500000000000000000e+00 4.186400000000000121e-01 8.853200000000000305e-03 8.853200000000000305e-03 5.404699999999999782e-02 5.404699999999999782e-02 5.452100000000000002e-02 5.452100000000000002e-02
7.500000000000000000e+00 8.000000000000000000e+00 4.398199999999999887e-01 1.135000000000000071e-02 1.135000000000000071e-02 5.695000000000000062e-02 5.695000000000000062e-02 5.727999999999999758e-02 5.727999999999999758e-02
8.000000000000000000e+00 8.500000000000000000e+00 4.397400000000000198e-01 1.410299999999999922e-02 1.410299999999999922e-02 5.344900000000000345e-02 5.344900000000000345e-02 5.726900000000000046e-02 5.726900000000000046e-02
8.500000000000000000e+00 9.000000000000000000e+00 4.313000000000000167e-01 1.674700000000000147e-02 1.674700000000000147e-02 5.265800000000000342e-02 5.265800000000000342e-02 5.616899999999999671e-02 5.616899999999999671e-02
9.000000000000000000e+00 9.500000000000000000e+00 4.193399999999999905e-01 2.042899999999999924e-02 2.042899999999999924e-02 5.154799999999999660e-02 5.154799999999999660e-02 5.461200000000000082e-02 5.461200000000000082e-02
9.500000000000000000e+00 1.000000000000000000e+01 4.290599999999999969e-01 2.531999999999999876e-02 2.531999999999999876e-02 5.425200000000000161e-02 5.425200000000000161e-02 5.587799999999999712e-02 5.587799999999999712e-02
1.000000000000000000e+01 1.200000000000000000e+01 4.525600000000000178e-01 1.868300000000000169e-02 1.868300000000000169e-02 6.771599999999999842e-02 6.771599999999999842e-02 5.893799999999999734e-02 5.893799999999999734e-02
1.200000000000000000e+01 1.400000000000000000e+01 4.762299999999999867e-01 3.634199999999999930e-02 3.634199999999999930e-02 9.944799999999999474e-02 9.944799999999999474e-02 6.202200000000000074e-02 6.202200000000000074e-02
1.400000000000000000e+01 1.600000000000000000e+01 5.968999999999999861e-01 9.205199999999999494e-02 9.205199999999999494e-02 1.666900000000000048e-01 1.666900000000000048e-01 7.773599999999999954e-02 7.773599999999999954e-02
1.600000000000000000e+01 1.800000000000000000e+01 5.001900000000000235e-01 1.382299999999999918e-01 1.382299999999999918e-01 1.785200000000000120e-01 1.785200000000000120e-01 6.514100000000000446e-02 6.514100000000000446e-02
1.800000000000000000e+01 2.000000000000000000e+01 5.422599999999999643e-01 2.676100000000000145e-01 2.676100000000000145e-01 2.366900000000000115e-01 2.366900000000000115e-01 7.062000000000000222e-02 7.062000000000000222e-02
