# Version 1.0
# DOI https://doi.org/10.17182/hepdata.71310
# Source https://www.hepdata.net/download/table/ins1377750/Table%2010/1/yaml
# System PbPb2760
# Centrality 20-40
# XY PT RAA
# Label xmin xmax y stat,low stat,high sys,low sys,high
# Experiment ALICE
# 
1.000000000000000056e-01 1.199999999999999956e-01 2.602999999999999758e-01 8.344000000000000071e-04 8.344000000000000071e-04 3.568000000000000338e-02 3.568000000000000338e-02
1.199999999999999956e-01 1.400000000000000133e-01 2.585999999999999965e-01 6.045999999999999508e-04 6.045999999999999508e-04 2.995000000000000093e-02 2.995000000000000093e-02
1.400000000000000133e-01 1.600000000000000311e-01 2.594000000000000195e-01 5.465000000000000023e-04 5.465000000000000023e-04 2.974999999999999867e-02 2.974999999999999867e-02
1.599999999999999756e-01 1.799999999999999933e-01 2.605999999999999983e-01 5.148999999999999931e-04 5.148999999999999931e-04 2.987000000000000072e-02 2.987000000000000072e-02
1.799999999999999933e-01 2.000000000000000111e-01 2.611999999999999877e-01 4.931000000000000053e-04 4.931000000000000053e-04 3.004000000000000073e-02 3.004000000000000073e-02
2.000000000000000111e-01 2.500000000000000000e-01 2.627999999999999781e-01 3.519999999999999908e-04 3.519999999999999908e-04 2.120000000000000009e-02 2.120000000000000009e-02
2.500000000000000000e-01 3.000000000000000444e-01 2.721999999999999975e-01 3.719999999999999891e-04 3.719999999999999891e-04 2.180999999999999953e-02 2.180999999999999953e-02
2.999999999999999334e-01 3.499999999999999778e-01 2.846000000000000196e-01 3.926000000000000019e-04 3.926000000000000019e-04 2.199999999999999872e-02 2.199999999999999872e-02
3.499999999999999778e-01 4.000000000000000222e-01 2.988000000000000100e-01 4.419000000000000076e-04 4.419000000000000076e-04 2.165999999999999870e-02 2.165999999999999870e-02
4.000000000000000222e-01 4.500000000000000666e-01 3.140000000000000013e-01 4.968999999999999893e-04 4.968999999999999893e-04 2.223999999999999935e-02 2.223999999999999935e-02
