# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.96.015202
# Source https://www.hepdata.net/download/table/ins1487278/Table%208b/1/yaml
# System PbPb2760
# Centrality 5-10
# XY Jet $p_T$
# Label xmin xmax y stat,low stat,high sys,low sys,high sys,global,low sys,global,high
# Experiment CMS
# 
7.000000000000000000e+01 8.000000000000000000e+01 4.319999999999999951e-01 3.000000000000000062e-03 3.000000000000000062e-03 9.700000000000000289e-02 9.700000000000000289e-02 2.548799999999999677e-02 2.548799999999999677e-02
8.000000000000000000e+01 9.000000000000000000e+01 4.749999999999999778e-01 3.000000000000000062e-03 3.000000000000000062e-03 8.899999999999999578e-02 8.899999999999999578e-02 2.802499999999999783e-02 2.802499999999999783e-02
9.000000000000000000e+01 1.000000000000000000e+02 5.120000000000000107e-01 3.000000000000000062e-03 3.000000000000000062e-03 8.300000000000000433e-02 8.300000000000000433e-02 3.020799999999999874e-02 3.020799999999999874e-02
1.000000000000000000e+02 1.100000000000000000e+02 5.300000000000000266e-01 4.000000000000000083e-03 4.000000000000000083e-03 8.699999999999999400e-02 8.699999999999999400e-02 3.126999999999999919e-02 3.126999999999999919e-02
1.100000000000000000e+02 1.300000000000000000e+02 5.370000000000000329e-01 3.000000000000000062e-03 3.000000000000000062e-03 9.299999999999999933e-02 9.299999999999999933e-02 3.168300000000000283e-02 3.168300000000000283e-02
1.300000000000000000e+02 1.500000000000000000e+02 5.400000000000000355e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000056e-01 1.000000000000000056e-01 3.185999999999999943e-02 3.185999999999999943e-02
1.500000000000000000e+02 1.700000000000000000e+02 5.600000000000000533e-01 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000056e-01 1.000000000000000056e-01 3.303999999999999992e-02 3.303999999999999992e-02
1.700000000000000000e+02 1.900000000000000000e+02 5.699999999999999512e-01 1.000000000000000021e-02 1.000000000000000021e-02 1.000000000000000056e-01 1.000000000000000056e-01 3.362999999999999323e-02 3.362999999999999323e-02
1.900000000000000000e+02 2.100000000000000000e+02 5.659999999999999476e-01 1.099999999999999936e-02 1.099999999999999936e-02 9.099999999999999756e-02 9.099999999999999756e-02 3.339399999999999313e-02 3.339399999999999313e-02
2.100000000000000000e+02 2.400000000000000000e+02 5.580000000000000515e-01 1.400000000000000029e-02 1.400000000000000029e-02 8.100000000000000255e-02 8.100000000000000255e-02 3.292199999999999988e-02 3.292199999999999988e-02
2.400000000000000000e+02 2.700000000000000000e+02 5.460000000000000409e-01 2.199999999999999872e-02 2.199999999999999872e-02 6.199999999999999956e-02 6.199999999999999956e-02 3.221399999999999958e-02 3.221399999999999958e-02
