# Version 1.0
# DOI https://doi.org/10.17182/hepdata.58980
# Source https://www.hepdata.net/download/table/ins1088823/Table%205/1/yaml
# System PbPb2760
# Centrality 10-30
# XY PT RAA
# Label xmin xmax y stat,low stat,high sys,low sys,high
# Experiment CMS
# 
1.000000000000000000e+00 1.100000000000000089e+00 3.998999999999999777e-01 2.999999999999999737e-04 2.999999999999999737e-04 2.840000000000000163e-02 2.840000000000000163e-02
1.100000000000000089e+00 1.199999999999999734e+00 4.133999999999999897e-01 2.999999999999999737e-04 2.999999999999999737e-04 2.929999999999999966e-02 2.929999999999999966e-02
1.199999999999999734e+00 1.399999999999999911e+00 4.344000000000000083e-01 2.999999999999999737e-04 2.999999999999999737e-04 3.080000000000000099e-02 3.080000000000000099e-02
1.399999999999999911e+00 1.600000000000000089e+00 4.539000000000000257e-01 2.999999999999999737e-04 2.999999999999999737e-04 3.219999999999999946e-02 3.219999999999999946e-02
1.600000000000000089e+00 1.800000000000000266e+00 4.672999999999999932e-01 4.000000000000000192e-04 4.000000000000000192e-04 3.320000000000000034e-02 3.320000000000000034e-02
1.799999999999999822e+00 2.000000000000000000e+00 4.731000000000000205e-01 5.000000000000000104e-04 5.000000000000000104e-04 3.359999999999999792e-02 3.359999999999999792e-02
2.000000000000000000e+00 2.200000000000000178e+00 4.747999999999999998e-01 5.999999999999999474e-04 5.999999999999999474e-04 3.370000000000000079e-02 3.370000000000000079e-02
2.200000000000000178e+00 2.399999999999999467e+00 4.692999999999999949e-01 6.999999999999999929e-04 6.999999999999999929e-04 3.330000000000000321e-02 3.330000000000000321e-02
2.399999999999999467e+00 3.200000000000000178e+00 4.289999999999999925e-01 5.000000000000000104e-04 5.000000000000000104e-04 3.049999999999999933e-02 3.049999999999999933e-02
3.200000000000000178e+00 4.000000000000000000e+00 3.347999999999999865e-01 6.999999999999999929e-04 6.999999999999999929e-04 2.380000000000000171e-02 2.380000000000000171e-02
4.000000000000000000e+00 4.800000000000000711e+00 2.646999999999999909e-01 8.999999999999999754e-04 8.999999999999999754e-04 1.880000000000000074e-02 1.880000000000000074e-02
4.799999999999998934e+00 5.599999999999999645e+00 2.252000000000000113e-01 1.199999999999999895e-03 1.199999999999999895e-03 1.600000000000000033e-02 1.600000000000000033e-02
5.599999999999999645e+00 6.400000000000000355e+00 2.147999999999999909e-01 1.600000000000000077e-03 1.600000000000000077e-03 1.529999999999999936e-02 1.529999999999999936e-02
6.400000000000000355e+00 7.200000000000001066e+00 2.152999999999999914e-01 2.299999999999999961e-03 2.299999999999999961e-03 1.540000000000000049e-02 1.540000000000000049e-02
7.200000000000001066e+00 9.599999999999999645e+00 2.358000000000000096e-01 2.399999999999999790e-03 2.399999999999999790e-03 1.689999999999999836e-02 1.689999999999999836e-02
9.600000000000001421e+00 1.200000000000000000e+01 2.681999999999999940e-01 5.000000000000000104e-03 5.000000000000000104e-03 1.930000000000000118e-02 1.930000000000000118e-02
1.200000000000000000e+01 1.439999999999999858e+01 3.175999999999999934e-01 9.799999999999999684e-03 9.799999999999999684e-03 2.299999999999999961e-02 2.299999999999999961e-02
1.440000000000000213e+01 1.919999999999999929e+01 3.950000000000000178e-01 1.420000000000000082e-02 1.420000000000000082e-02 2.929999999999999966e-02 2.929999999999999966e-02
1.920000000000000284e+01 2.400000000000000000e+01 4.969999999999999973e-01 3.039999999999999994e-02 3.039999999999999994e-02 3.799999999999999906e-02 3.799999999999999906e-02
2.400000000000000000e+01 2.879999999999999716e+01 4.893000000000000127e-01 4.279999999999999777e-02 4.279999999999999777e-02 3.869999999999999829e-02 3.869999999999999829e-02
2.879999999999999716e+01 3.520000000000000284e+01 4.702000000000000068e-01 4.970000000000000112e-02 4.970000000000000112e-02 3.860000000000000236e-02 3.860000000000000236e-02
3.520000000000000284e+01 4.160000000000000853e+01 6.024000000000000465e-01 6.110000000000000153e-02 6.110000000000000153e-02 5.539999999999999786e-02 5.539999999999999786e-02
4.159999999999999432e+01 4.800000000000000000e+01 8.080000000000000515e-01 1.100000000000000006e-01 1.100000000000000006e-01 8.200000000000000344e-02 8.200000000000000344e-02
4.800000000000000000e+01 6.079999999999999716e+01 7.215000000000000302e-01 8.079999999999999682e-02 8.079999999999999682e-02 7.679999999999999327e-02 7.679999999999999327e-02
6.079999999999999005e+01 7.359999999999999432e+01 7.241999999999999549e-01 5.430000000000000104e-02 5.430000000000000104e-02 8.150000000000000300e-02 8.150000000000000300e-02
7.359999999999999432e+01 8.640000000000000568e+01 5.497999999999999554e-01 5.700000000000000205e-02 5.700000000000000205e-02 6.230000000000000121e-02 6.230000000000000121e-02
8.640000000000000568e+01 1.035999999999999943e+02 6.870000000000000551e-01 1.089999999999999997e-01 1.089999999999999997e-01 7.799999999999999989e-02 7.799999999999999989e-02
