# Version 1.0
# DOI https://doi.org/10.1103/PhysRevC.96.015202
# Source https://www.hepdata.net/download/table/ins1487278/Table%208c/1/yaml
# System PbPb2760
# Centrality 10-30
# XY Jet $p_T$
# Label xmin xmax y stat,low stat,high sys,low sys,high sys,global,low sys,global,high
# Experiment CMS
# 
7.000000000000000000e+01 8.000000000000000000e+01 5.370000000000000329e-01 2.000000000000000042e-03 2.000000000000000042e-03 9.900000000000000466e-02 9.900000000000000466e-02 3.705300000000000260e-02 3.705300000000000260e-02
8.000000000000000000e+01 9.000000000000000000e+01 5.669999999999999485e-01 2.000000000000000042e-03 2.000000000000000042e-03 9.099999999999999756e-02 9.099999999999999756e-02 3.912299999999999806e-02 3.912299999999999806e-02
9.000000000000000000e+01 1.000000000000000000e+02 5.919999999999999707e-01 2.000000000000000042e-03 2.000000000000000042e-03 8.699999999999999400e-02 8.699999999999999400e-02 4.084800000000000236e-02 4.084800000000000236e-02
1.000000000000000000e+02 1.100000000000000000e+02 6.009999999999999787e-01 3.000000000000000062e-03 3.000000000000000062e-03 8.400000000000000522e-02 8.400000000000000522e-02 4.146899999999999892e-02 4.146899999999999892e-02
1.100000000000000000e+02 1.300000000000000000e+02 6.069999999999999840e-01 2.000000000000000042e-03 2.000000000000000042e-03 8.200000000000000344e-02 8.200000000000000344e-02 4.188300000000000356e-02 4.188300000000000356e-02
1.300000000000000000e+02 1.500000000000000000e+02 6.219999999999999973e-01 4.000000000000000083e-03 4.000000000000000083e-03 7.900000000000000078e-02 7.900000000000000078e-02 4.291800000000000476e-02 4.291800000000000476e-02
1.500000000000000000e+02 1.700000000000000000e+02 6.440000000000000169e-01 5.000000000000000104e-03 5.000000000000000104e-03 7.599999999999999811e-02 7.599999999999999811e-02 4.443600000000000327e-02 4.443600000000000327e-02
1.700000000000000000e+02 1.900000000000000000e+02 6.670000000000000373e-01 6.000000000000000125e-03 6.000000000000000125e-03 7.499999999999999722e-02 7.499999999999999722e-02 4.602300000000000835e-02 4.602300000000000835e-02
1.900000000000000000e+02 2.100000000000000000e+02 6.860000000000000542e-01 8.000000000000000167e-03 8.000000000000000167e-03 7.199999999999999456e-02 7.199999999999999456e-02 4.733400000000000801e-02 4.733400000000000801e-02
2.100000000000000000e+02 2.400000000000000000e+02 6.989999999999999547e-01 8.999999999999999320e-03 8.999999999999999320e-03 7.699999999999999900e-02 7.699999999999999900e-02 4.823100000000000304e-02 4.823100000000000304e-02
2.400000000000000000e+02 2.700000000000000000e+02 7.019999999999999574e-01 1.400000000000000029e-02 1.400000000000000029e-02 7.799999999999999989e-02 7.799999999999999989e-02 4.843800000000000189e-02 4.843800000000000189e-02
2.700000000000000000e+02 3.000000000000000000e+02 7.029999999999999583e-01 2.100000000000000130e-02 2.100000000000000130e-02 7.399999999999999634e-02 7.399999999999999634e-02 4.850700000000000151e-02 4.850700000000000151e-02
