# Version 1.0
# DOI http://dx.doi.org/10.1007/JHEP09(2015)050
# Source https://www.hepdata.net/download/table/ins1360290/Table27/1/yaml
# System PbPb2760
# Centrality 0-5
# XY PT RAA
# Label xmin xmax y stat,low stat,high sys,low sys,high
# Experiment ATLAS
# 
5.080000000000000071e+00 5.830000000000000071e+00 1.549999999999999989e-01 5.890000000000000053e-04 5.890000000000000053e-04 6.975000000000000297e-03 6.975000000000000297e-03
5.830000000000000071e+00 6.679999999999999716e+00 1.429999999999999882e-01 7.578999999999999366e-04 7.578999999999999366e-04 6.434999999999999748e-03 6.434999999999999748e-03
6.679999999999999716e+00 7.660000000000000142e+00 1.439999999999999891e-01 9.071999999999999335e-04 9.071999999999999335e-04 6.479999999999999649e-03 6.479999999999999649e-03
7.659999999999999254e+00 8.779999999999997584e+00 1.519999999999999962e-01 1.291999999999999746e-03 1.291999999999999746e-03 6.688000000000000368e-03 6.688000000000000368e-03
8.780000000000001137e+00 1.000000000000000000e+01 1.630000000000000060e-01 1.793000000000000106e-03 1.793000000000000106e-03 7.008999999999999606e-03 7.008999999999999606e-03
1.000000000000000000e+01 1.150000000000000000e+01 1.809999999999999942e-01 1.755699999999999796e-03 1.755699999999999796e-03 7.782999999999999988e-03 7.782999999999999988e-03
1.150000000000000000e+01 1.319999999999999929e+01 2.020000000000000129e-01 2.222000000000000450e-03 2.222000000000000450e-03 8.686000000000001012e-03 8.686000000000001012e-03
1.319999999999999929e+01 1.509999999999999787e+01 2.260000000000000064e-01 2.712000000000000001e-03 2.712000000000000001e-03 9.492000000000000437e-03 9.492000000000000437e-03
1.509999999999999787e+01 1.730000000000000071e+01 2.510000000000000009e-01 3.011999999999999920e-03 3.011999999999999920e-03 1.054200000000000102e-02 1.054200000000000102e-02
1.730000000000000426e+01 1.989999999999999858e+01 2.790000000000000258e-01 3.906000000000000184e-03 3.906000000000000184e-03 1.171800000000000272e-02 1.171800000000000272e-02
1.989999999999999858e+01 2.280000000000000426e+01 3.130000000000000004e-01 5.634000000000000119e-03 5.634000000000000119e-03 1.345899999999999874e-02 1.345899999999999874e-02
2.280000000000000426e+01 2.610000000000000142e+01 3.420000000000000262e-01 6.498000000000000304e-03 6.498000000000000304e-03 1.573199999999999946e-02 1.573199999999999946e-02
2.610000000000000142e+01 3.000000000000000000e+01 3.469999999999999751e-01 6.245999999999999816e-03 6.245999999999999816e-03 1.596199999999999702e-02 1.596199999999999702e-02
3.000000000000000000e+01 3.770000000000000284e+01 4.149999999999999800e-01 6.224999999999999631e-03 6.224999999999999631e-03 2.033500000000000238e-02 2.033500000000000238e-02
3.770000000000000284e+01 4.750000000000000000e+01 4.749999999999999778e-01 7.599999999999999985e-03 7.599999999999999985e-03 2.612499999999999892e-02 2.612499999999999892e-02
4.750000000000000000e+01 5.979999999999999716e+01 5.270000000000000240e-01 8.432000000000000259e-03 8.432000000000000259e-03 3.688999999999999918e-02 3.688999999999999918e-02
5.979999999999999716e+01 7.529999999999999716e+01 5.420000000000000373e-01 1.246599999999999965e-02 1.246599999999999965e-02 4.173400000000000026e-02 4.173400000000000026e-02
7.529999999999999716e+01 9.479999999999999716e+01 5.629999999999999449e-01 2.195699999999999735e-02 2.195699999999999735e-02 4.785500000000000170e-02 4.785500000000000170e-02
9.480000000000001137e+01 1.190000000000000000e+02 5.699999999999999512e-01 3.875999999999999585e-02 3.875999999999999585e-02 5.471999999999999781e-02 5.471999999999999781e-02
1.190000000000000000e+02 1.500000000000000000e+02 5.600000000000000533e-01 6.888000000000001066e-02 6.888000000000001066e-02 6.215999999999999998e-02 6.215999999999999998e-02
